YEAR.x;pltID;LAT;LON;state.x;species;gdd;abundance
2013;1_36_89_5688;44.54004;-74.82446;NY;;520.8932;161.9667
2013;5_42_85_4733;41.43324;-80.10083;PA;;718.37;161.9667
2013;3_37_135_33;36.14646;-79.01109;NC;;1258.834;161.9667
2013;3_33_5_852;42.89954;-72.13396;NH;;563.6095;161.9667
2013;2_50_15_1182;44.40788;-72.65988;VT;;451.4776;161.9667
2013;3_50_21_981;43.35653;-72.92633;VT;;470.7762;161.9667
2014;1_26_33_29068;46.72603;-85.18163;MI;;376.4541;161.9667
2014;1_26_97_20414;46.09562;-84.83911;MI;;403.2378;161.9667
2014;1_18_55_20159;39.1228;-86.70867;IN;;1015.242;161.9667
2014;2_18_117_20015;38.45136;-86.35708;IN;;1144.797;161.9667
2014;1_21_95_47;36.71629;-83.29853;KY;;1049.985;161.9667
2014;3_1_123_3;32.87182;-85.93578;AL;;1630.341;161.9667
2014;2_39_73_8322;39.40447;-82.38062;OH;;952.4242;161.9667
2014;3_23_19_1231;45.46874;-68.23752;ME;;380.955;161.9667
2014;2_36_29_5176;42.74086;-78.49986;NY;;548.6251;161.9667
2014;4_36_41_2130;43.49135;-74.6079;NY;;427.1237;161.9667
2014;4_36_31_1492;44.07944;-74.09747;NY;;383.1194;161.9667
2014;1_36_19_6462;44.71892;-73.55837;NY;;538.1734;161.9667
2014;1_36_33_2912;44.65706;-73.97048;NY;;441.8369;161.9667
2014;3_54_25_969;38.11857;-80.61434;WV;;762.3154;161.9667
2014;2_54_33_2044;39.39617;-80.4384;WV;;916.864;161.9667
2014;3_54_67_5054;38.24731;-80.57048;WV;;762.3154;161.9667
2014;3_37_151_11;35.59385;-79.94089;NC;;1301.248;161.9667
2014;3_45_45_45;35.05688;-82.43186;SC;;1221.055;161.9667
2014;3_33_13_847;43.35533;-71.56122;NH;;531.5432;161.9667
2014;3_50_27_481;43.86187;-72.87298;VT;;416.7594;161.9667
2014;1_9_11_394;41.3409;-72.23122;CT;;708.0513;161.9667
2015;4_26_5_20110;42.74597;-86.10114;MI;;718.014;161.9667
2015;4_26_155_20087;42.81871;-84.10483;MI;;709.5311;161.9667
2015;1_21_95_25;36.9129;-83.19019;KY;;950.5347;161.9667
2015;3_21_51_51;37.22639;-83.68188;KY;;1100.552;161.9667
2015;4_1_125_162;33.06488;-87.45461;AL;;1629.571;161.9667
2015;3_1_21_84;32.88106;-86.75903;AL;;1635.459;161.9667
2015;6_23_11_24;44.4833;-69.47485;ME;;416.2099;161.9667
2015;1_23_29_1007;45.1077;-67.92661;ME;;371.498;161.9667
2015;9_23_7_921;44.60746;-70.50866;ME;;359.2096;161.9667
2015;9_23_17_1373;44.38813;-70.69547;ME;;369.7297;161.9667
2015;5_23_21_1976;46.49763;-69.54873;ME;;335.0542;161.9667
2015;6_36_25_1827;42.34699;-74.81749;NY;;529.1642;161.9667
2015;4_36_31_4228;44.05738;-73.62102;NY;;491.9499;161.9667
2015;8_36_39_5287;42.16923;-74.35805;NY;;484.5694;161.9667
2015;1_36_89_3296;44.44984;-74.83437;NY;;502.8627;161.9667
2015;7_36_91_3453;43.13689;-73.87999;NY;;612.2125;161.9667
2015;8_36_105_5704;41.85661;-75.09792;NY;;622.6051;161.9667
2015;6_42_113_424;41.46202;-76.72846;PA;;631.6615;161.9667
2015;6_42_81_296;41.48574;-77.04807;PA;;653.3895;161.9667
2015;4_54_103_197;39.47212;-80.56592;WV;;909.7223;161.9667
2015;2_54_75_6161;38.3051;-80.25635;WV;;739.5443;161.9667
2015;5_51_173_27;36.97198;-81.49049;VA;;849.1868;161.9667
2015;1_51_73_23;37.45486;-76.53077;VA;;1231.408;161.9667
2015;4_37_113_16;35.05208;-83.56119;NC;;841.021;161.9667
2015;3_50_27_1473;43.62311;-72.62668;VT;;480.1188;161.9667
2015;1_25_5_1161;41.68374;-71.09785;MA;;683.9738;161.9667
2016;1_21_133_17;37.21811;-82.72788;KY;;915.4324;161.9667
2016;6_21_61_21;37.12328;-86.22201;KY;;1189.427;161.9667
2016;3_21_65_24;37.59213;-84.08342;KY;;1070.648;161.9667
2016;2_47_135_23;35.51837;-87.87082;TN;;1239.109;161.9667
2016;8_23_5_962;43.70218;-70.4345;ME;;512.1215;161.9667
2016;5_23_21_682;45.33283;-69.30614;ME;;357.0296;161.9667
2016;4_36_31_2981;44.1647;-73.84448;NY;;323.515;161.9667
2016;6_42_123_491;41.73683;-78.98493;PA;;572.6148;161.9667
2016;3_54_39_2380;38.27379;-81.46744;WV;;1009.982;161.9667
2016;4_54_13_1025;38.81779;-81.20394;WV;;914.4363;161.9667
2016;2_54_75_1915;38.44944;-79.72591;WV;;682.1652;161.9667
2016;4_54_79_2528;38.42253;-82.01566;WV;;1026.865;161.9667
2016;5_51_27_30;37.30406;-82.14798;VA;;1010.834;161.9667
2016;3_37_33_37;36.34572;-79.3714;NC;;1207.659;161.9667
2016;3_50_27_2357;43.87559;-72.87895;VT;;396.3568;161.9667
2016;3_50_21_3135;43.72636;-72.88069;VT;;435.3233;161.9667
2016;1_25_3_682;42.33767;-73.15626;MA;;510.3772;161.9667
2016;1_9_5_142;41.93936;-73.23389;CT;;568.8599;161.9667
2016;3_26_165_20145;44.21477;-85.64095;MI;;471.6488;159.2179
2016;1_36_33_7360;44.18787;-74.29401;NY;;441.5808;159.2179
2016;3_51_179_18;38.36846;-77.41959;VA;;1059.444;159.2179
2012;5_21_207_18;37.00497;-84.93284;KY;;1148.702;155.9486
2012;5_1_115_21;33.75001;-86.19277;AL;;1647.276;155.9486
2013;3_22_79_22;31.27135;-92.3147;LA;;1937.002;155.9486
2013;3_26_79_20104;44.52867;-85.03775;MI;;503.7742;155.9486
2013;3_18_47_20203;39.50424;-85.13346;IN;;956.2877;155.9486
2013;3_18_79_20045;38.90116;-85.72003;IN;;1111.326;155.9486
2013;4_36_31_1190;43.99573;-73.72865;NY;;528.893;155.9486
2013;2_36_75_4000;43.29112;-76.17541;NY;;674.3655;155.9486
2013;4_36_41_4770;43.35718;-74.37127;NY;;441.0838;155.9486
2013;6_42_47_3517;41.49688;-78.65596;PA;;661.9319;155.9486
2013;3_54_109_1168;37.51829;-81.52832;WV;;1058.965;155.9486
2013;3_54_67_1635;38.28009;-81.1561;WV;;1049.061;155.9486
2013;3_54_19_1116;37.92034;-81.19787;WV;;975.8217;155.9486
2013;2_33_3_126;44.18075;-71.12264;NH;;369.1019;155.9486
2013;3_33_19_232;43.41027;-72.26645;NH;;565.6783;155.9486
2013;2_50_11_21;44.71975;-72.82398;VT;;450.8872;155.9486
2013;3_50_1_2523;44.05184;-72.87501;VT;;414.6758;155.9486
2014;1_28_163_91;32.79152;-90.42773;MS;;1681.276;155.9486
2014;5_28_85_27;31.39081;-90.277;MS;;1819.184;155.9486
2014;2_18_71_22010;39.03582;-85.92212;IN;;1037.879;155.9486
2014;5_21_199_22;37.11191;-84.38821;KY;;1140.666;155.9486
2014;1_21_131_26;37.04;-83.46833;KY;;1080.691;155.9486
2014;5_47_145_50;35.71953;-84.49651;TN;;1297.255;155.9486
2014;5_1_127_2;33.67849;-87.41617;AL;;1586.709;155.9486
2014;1_39_87_1186;38.59812;-82.51038;OH;;1011.574;155.9486
2014;3_39_59_4917;40.16182;-81.39054;OH;;877.3266;155.9486
2014;3_39_157_5175;40.61733;-81.5565;OH;;832.294;155.9486
2014;6_36_77_3657;42.62428;-74.86679;NY;;545.685;155.9486
2014;8_36_39_3432;42.1554;-74.39622;NY;;477.491;155.9486
2014;6_42_31_5895;41.38781;-79.26279;PA;;683.1186;155.9486
2014;7_42_13_5297;40.52155;-78.50955;PA;;719.6283;155.9486
2014;2_54_83_8067;38.8099;-79.62839;WV;;645.2646;155.9486
2014;2_54_75_244;38.44493;-80.09901;WV;;670.8837;155.9486
2014;2_54_71_5125;38.6674;-79.58303;WV;;606.6203;155.9486
2014;2_54_75_7856;38.33051;-80.29129;WV;;741.1174;155.9486
2014;4_37_21_65;35.71592;-82.51814;NC;;880.2388;155.9486
2014;3_37_171_8;36.39664;-80.49428;NC;;1217.023;155.9486
2014;4_37_115_45;35.86513;-82.47209;NC;;697.4836;155.9486
2014;3_37_151_22;35.52881;-79.98043;NC;;1301.248;155.9486
2014;3_45_87_102;34.55799;-81.61041;SC;;1579.306;155.9486
2014;3_33_15_944;43.10173;-70.82857;NH;;561.0075;155.9486
2014;3_50_3_750;42.96296;-73.14956;VT;;504.5745;155.9486
2015;1_17_181_29992;37.55367;-89.37552;IL;;1233.807;155.9486
2015;1_26_3_20172;46.56032;-85.99561;MI;;346.0528;155.9486
2015;3_47_43_13;36.26164;-87.44981;TN;;1272.805;155.9486
2015;3_47_43_6;36.17165;-87.17637;TN;;1302.709;155.9486
2015;5_47_59_26;36.09793;-82.75316;TN;;1109.11;155.9486
2015;6_1_79_28;34.32368;-87.44884;AL;;1444.571;155.9486
2015;1_39_87_4918;38.50608;-82.33008;OH;;1012.969;155.9486
2015;4_13_195_32;34.15201;-83.09659;GA;;1497.563;155.9486
2015;4_23_9_616;44.67178;-68.36026;ME;;410.3211;155.9486
2015;6_23_15_1627;44.00116;-69.48395;ME;;475.6113;155.9486
2015;2_23_3_1423;47.05911;-69.05222;ME;;340.7318;155.9486
2015;3_23_19_2005;46.24277;-68.76845;ME;;333.2796;155.9486
2015;1_23_29_762;44.90271;-67.53495;ME;;358.1106;155.9486
2015;2_23_3_888;46.23137;-67.92595;ME;;373.9673;155.9486
2015;2_36_121_1161;42.58731;-78.4131;NY;;554.8363;155.9486
2015;7_36_83_671;42.77436;-73.43049;NY;;652.4528;155.9486
2015;4_36_31_3456;44.17492;-74.08092;NY;;389.9833;155.9486
2015;6_36_17_3224;42.36747;-75.50791;NY;;604.6324;155.9486
2015;6_42_83_6707;41.91933;-78.79189;PA;;591.8517;155.9486
2015;3_54_19_2261;37.94097;-80.83081;WV;;870.6221;155.9486
2015;2_54_75_2017;38.51285;-79.68347;WV;;605.8394;155.9486
2015;5_51_191_56;36.68124;-82.25326;VA;;1053.409;155.9486
2015;2_51_141_28;36.54763;-80.09371;VA;;1191.926;155.9486
2015;5_51_27_59;37.40284;-82.04417;VA;;1045.327;155.9486
2015;5_51_105_37;36.77011;-82.84435;VA;;888.8342;155.9486
2015;3_37_171_60;36.26677;-80.85657;NC;;1161.512;155.9486
2015;3_37_169_17;36.33133;-80.05564;NC;;1260.066;155.9486
2015;2_33_3_117;43.98831;-71.269;NH;;373.807;155.9486
2015;2_33_9_994;44.06409;-71.96079;NH;;365.1949;155.9486
2015;2_24_33_1783;38.73135;-76.80189;MD;;1108.51;155.9486
2016;5_5_101_21;35.86138;-93.30086;AR;;1170.331;155.9486
2016;3_26_127_20012;43.54705;-86.44828;MI;;529.9746;155.9486
2016;3_21_13_10;36.70987;-83.70735;KY;;1054.977;155.9486
2016;4_21_137_21;37.32494;-84.70393;KY;;1060.626;155.9486
2016;5_47_171_13;36.12371;-82.33156;TN;;845.1902;155.9486
2016;3_47_187_36;35.91286;-87.13086;TN;;1245.109;155.9486
2016;3_39_31_3736;40.39109;-81.95527;OH;;836.9566;155.9486
2016;6_39_175_4779;40.8815;-83.18988;OH;;777.6632;155.9486
2016;2_39_163_1618;39.18793;-82.31978;OH;;933.5091;155.9486
2016;3_13_269_38;32.66892;-84.10127;GA;;1638.064;155.9486
2016;7_23_25_2012;45.54392;-69.95032;ME;;359.0865;155.9486
2016;2_23_3_1529;46.95484;-68.45635;ME;;343.6869;155.9486
2016;5_36_9_4919;42.08033;-78.31892;NY;;504.9467;155.9486
2016;2_36_51_2651;42.5819;-77.55146;NY;;528.2229;155.9486
2016;1_36_33_5415;44.233;-74.20946;NY;;364.7927;155.9486
2016;6_36_7_3183;42.21619;-75.75667;NY;;606.4178;155.9486
2016;2_36_53_3326;42.78286;-75.82125;NY;;544.4898;155.9486
2016;6_42_123_1879;41.83818;-79.44803;PA;;572.8613;155.9486
2016;4_54_103_1016;39.50773;-80.67796;WV;;851.3769;155.9486
2016;4_54_35_1277;38.67621;-81.57424;WV;;978.8051;155.9486
2016;2_54_83_5438;38.92459;-79.68628;WV;;608.4982;155.9486
2016;3_51_177_70;38.08794;-77.74369;VA;;1057.988;155.9486
2016;1_51_36_15;37.36082;-77.16318;VA;;1215.498;155.9486
2016;3_33_5_217;42.92072;-72.17051;NH;;512.2386;155.9486
2016;3_50_25_831;42.91285;-72.61644;VT;;572.3275;155.9486
2016;3_50_27_563;43.64622;-72.38071;VT;;521.1182;155.9486
2016;1_9_5_133;41.79134;-73.17752;CT;;568.8599;155.9486
2016;1_34_37_659;41.10693;-74.84615;NJ;;670.368;155.9486
2013;4_36_41_4669;43.2996;-74.59412;NY;;429.2647;153.1999
2014;3_50_7_457;44.30345;-72.90451;VT;;441.4781;153.1999
2015;2_36_55_2533;43.25357;-77.40828;NY;;674.4257;153.1999
2015;2_33_3_2492;44.12233;-71.0532;NH;;350.4896;153.1999
2011;3_37_157_28;36.50621;-79.81;NC;;1257.382;149.9306
2012;1_26_3_20102;46.44971;-86.46569;MI;;365.0671;149.9306
2012;1_21_131_19;37.23703;-83.40996;KY;;1111.117;149.9306
2012;5_21_217_1;37.38196;-85.24812;KY;;1129.582;149.9306
2012;2_47_71_62;35.12816;-88.25277;TN;;1444.191;149.9306
2012;5_47_123_113;35.52051;-84.30293;TN;;1344.009;149.9306
2012;3_37_71_21;35.16376;-81.08362;NC;;1481.339;149.9306
2013;5_22_27_6;32.73107;-93.04686;LA;;1810.273;149.9306
2013;5_22_73_2;32.454;-92.32397;LA;;1792.846;149.9306
2013;1_17_181_10215;37.569;-89.40469;IL;;1254.871;149.9306
2013;3_26_137_20150;45.15671;-84.38581;MI;;492.5577;149.9306
2013;3_26_31_20037;45.2345;-84.54411;MI;;474.4673;149.9306
2013;1_26_153_20550;46.21583;-86.51507;MI;;400.8986;149.9306
2013;2_18_175_20106;38.65765;-85.95251;IN;;1161.477;149.9306
2013;4_18_31_20079;39.42169;-85.30815;IN;;976.1494;149.9306
2013;5_21_85_2;37.39316;-86.47347;KY;;1265.013;149.9306
2013;1_21_71_21;37.38942;-82.71817;KY;;1087.498;149.9306
2013;1_21_131_8;37.16321;-83.45085;KY;;1105.382;149.9306
2013;2_21_237_14;37.74702;-83.37222;KY;;1115.202;149.9306
2013;3_21_25_53;37.63249;-83.40626;KY;;1115.202;149.9306
2013;3_21_65_6;37.71806;-83.91257;KY;;1119.096;149.9306
2013;3_21_147_21;36.69164;-84.58705;KY;;1148.956;149.9306
2013;5_47_123_126;35.48334;-84.2596;TN;;1328.748;149.9306
2013;2_47_101_30;35.56233;-87.45587;TN;;1308.372;149.9306
2013;5_47_145_35;35.80431;-84.45744;TN;;1306.21;149.9306
2013;5_47_89_32;36.03238;-83.59514;TN;;1240.782;149.9306
2013;1_47_131_51;36.30965;-89.32929;TN;;1375.608;149.9306
2013;5_1_37_69;32.8283;-86.39213;AL;;1648.049;149.9306
2013;3_39_119_2156;40.12751;-81.80972;OH;;922.6821;149.9306
2013;1_36_89_6358;44.85962;-74.81065;NY;;556.8638;149.9306
2013;6_42_83_3455;41.76058;-78.71092;PA;;581.0852;149.9306
2013;6_42_117_5166;41.76732;-77.31599;PA;;579.7304;149.9306
2013;4_54_43_1480;38.1531;-82.21977;WV;;1091.854;149.9306
2013;3_54_47_1518;37.42803;-81.41552;WV;;947.667;149.9306
2013;3_54_109_305;37.53292;-81.39231;WV;;997.5776;149.9306
2013;2_54_1_2226;39.15457;-79.86178;WV;;830.076;149.9306
2013;4_54_95_755;39.51763;-80.90006;WV;;937.9309;149.9306
2013;3_37_135_18;36.11298;-79.22044;NC;;1258.834;149.9306
2013;2_33_3_835;43.94071;-71.14861;NH;;481.6298;149.9306
2013;3_33_11_606;43.12135;-71.94638;NH;;543.1673;149.9306
2013;3_33_13_892;43.39341;-71.56934;NH;;551.9993;149.9306
2013;3_33_13_679;43.24555;-71.67747;NH;;579.7084;149.9306
2013;3_50_25_242;43.21071;-72.44806;VT;;594.5917;149.9306
2013;1_25_3_336;42.189;-73.1162;MA;;581.2548;149.9306
2014;1_55_78_20241;45.09953;-88.7165;WI;;497.075;149.9306
2014;2_28_141_39;34.68452;-88.21857;MS;;1410.077;149.9306
2014;1_26_3_20246;46.30766;-86.83359;MI;;379.7769;149.9306
2014;3_26_55_20098;44.55837;-85.70559;MI;;479.4109;149.9306
2014;1_18_133_20114;39.52422;-86.87389;IN;;1008.362;149.9306
2014;3_18_137_20068;39.06335;-85.43511;IN;;981.5026;149.9306
2014;2_18_105_20077;39.05478;-86.41233;IN;;1029.503;149.9306
2014;2_21_43_47;38.34607;-83.06232;KY;;1023.091;149.9306
2014;3_21_25_14;37.50104;-83.2721;KY;;1090.268;149.9306
2014;2_21_135_50;38.49435;-83.41264;KY;;1005.382;149.9306
2014;1_21_95_28;36.797;-83.4229;KY;;1011.042;149.9306
2014;5_21_93_60;37.79944;-85.83738;KY;;1217.913;149.9306
2014;3_47_43_60;36.04352;-87.45298;TN;;1254.827;149.9306
2014;5_47_19_69;36.2527;-82.24282;TN;;952.3681;149.9306
2014;2_47_5_46;36.26011;-87.97447;TN;;1248.788;149.9306
2014;2_47_99_68;35.04179;-87.35226;TN;;1299.29;149.9306
2014;5_47_25_17;36.56387;-83.45343;TN;;1049.985;149.9306
2014;4_1_63_34;32.77048;-87.86993;AL;;1691.959;149.9306
2014;5_1_133_46;34.07595;-87.24581;AL;;1508.568;149.9306
2014;2_39_163_3872;39.2614;-82.37021;OH;;952.4242;149.9306
2014;4_13_285_5;33.09306;-85;GA;;1620.794;149.9306
2014;3_13_141_23;33.35117;-82.85272;GA;;1509.889;149.9306
2014;7_36_115_2385;43.19735;-73.36365;NY;;631.8117;149.9306
2014;1_36_19_6163;44.86875;-73.81564;NY;;447.2351;149.9306
2014;5_36_9_4004;42.38375;-78.52683;NY;;533.8312;149.9306
2014;5_36_101_471;42.4891;-77.24599;NY;;564.074;149.9306
2014;1_36_33_3236;44.38996;-74.35508;NY;;477.2393;149.9306
2014;7_36_83_4694;42.62207;-73.44887;NY;;566.7529;149.9306
2014;4_36_41_2703;43.84872;-74.51892;NY;;441.2303;149.9306
2014;4_36_31_6628;43.9796;-73.89704;NY;;463.684;149.9306
2014;3_36_43_933;43.28264;-75.08339;NY;;542.6345;149.9306
2014;6_36_7_1914;42.02841;-75.565;NY;;614.7534;149.9306
2014;6_42_105_5972;41.63265;-77.93449;PA;;557.3698;149.9306
2014;6_42_53_4090;41.50144;-79.17522;PA;;638.5687;149.9306
2014;8_42_97_5243;40.67086;-76.72582;PA;;751.2278;149.9306
2014;2_54_101_54;38.47066;-80.44003;WV;;741.1174;149.9306
2014;2_54_75_989;38.27347;-80.16744;WV;;670.8837;149.9306
2014;2_54_83_1402;38.82813;-79.64806;WV;;645.2646;149.9306
2014;2_54_83_5456;38.90328;-79.75045;WV;;761.0778;149.9306
2014;5_51_51_48;37.08126;-82.23281;VA;;980.9;149.9306
2014;3_51_125_29;37.66518;-78.73113;VA;;1158.477;149.9306
2014;2_51_49_32;37.32605;-78.3938;VA;;1219.076;149.9306
2014;3_45_71_124;34.48497;-81.67162;SC;;1603.206;149.9306
2014;3_33_15_181;42.99063;-71.27488;NH;;592.6576;149.9306
2014;2_33_9_303;43.8582;-72.12944;NH;;484.4224;149.9306
2014;3_33_1_1088;43.4716;-71.27764;NH;;491.0301;149.9306
2014;2_33_9_809;43.77802;-71.98894;NH;;406.3134;149.9306
2014;3_33_15_1033;43.04654;-71.03642;NH;;544.2728;149.9306
2014;3_50_27_101;43.45816;-72.60912;VT;;523.2067;149.9306
2014;1_9_5_341;41.97074;-73.05593;CT;;612.9056;149.9306
2014;3_24_37_286;38.40534;-76.84353;MD;;1159.114;149.9306
2015;3_28_129_82;32.20495;-89.48834;MS;;1664.823;149.9306
2015;3_26_79_20118;44.80098;-85.05664;MI;;459.3105;149.9306
2015;3_26_101_29004;44.42063;-85.91007;MI;;508.6992;149.9306
2015;1_26_97_20128;46.21808;-85.22849;MI;;398.2949;149.9306
2015;3_26_127_20214;43.8103;-86.17471;MI;;563.6379;149.9306
2015;1_18_101_20098;38.90026;-86.76881;IN;;1079.155;149.9306
2015;3_21_65_12;37.6527;-83.8406;KY;;1098.824;149.9306
2015;3_21_25_43;37.6528;-83.36117;KY;;1090.119;149.9306
2015;3_21_51_19;36.98819;-83.62793;KY;;1058.277;149.9306
2015;6_21_177_43;37.10496;-87.01656;KY;;1246.142;149.9306
2015;3_21_51_45;37.22568;-83.83535;KY;;1112.617;149.9306
2015;6_1_103_5;34.53782;-86.65233;AL;;1473.973;149.9306
2015;1_39_145_3359;38.58698;-82.77733;OH;;1026.988;149.9306
2015;2_39_73_5262;39.59516;-82.4873;OH;;945.5084;149.9306
2015;5_23_21_1955;45.16473;-69.32268;ME;;397.2351;149.9306
2015;1_23_29_283;44.86222;-67.5285;ME;;358.1106;149.9306
2015;3_36_49_3162;43.93346;-75.38174;NY;;576.391;149.9306
2015;4_36_41_4953;43.62266;-74.30658;NY;;389.9291;149.9306
2015;6_36_25_4929;42.31133;-74.64092;NY;;487.7026;149.9306
2015;8_36_27_4038;41.88032;-73.64376;NY;;694.4975;149.9306
2015;1_36_89_1988;44.24046;-74.81717;NY;;479.6753;149.9306
2015;3_36_49_376;43.85829;-75.24967;NY;;484.4105;149.9306
2015;6_42_123_3554;41.73855;-79.03795;PA;;646.0007;149.9306
2015;6_42_65_975;41.20171;-79.09751;PA;;720.7611;149.9306
2015;8_42_131_1335;41.47821;-75.826;PA;;713.8374;149.9306
2015;4_54_79_348;38.64909;-81.80354;WV;;1021.013;149.9306
2015;3_54_59_1038;37.62593;-81.94515;WV;;1078.364;149.9306
2015;4_54_21_2842;38.82943;-80.88679;WV;;949.295;149.9306
2015;4_54_21_2523;38.96337;-80.9522;WV;;949.295;149.9306
2015;2_54_83_8056;38.94713;-79.68673;WV;;644.438;149.9306
2015;2_51_67_51;37.10343;-79.69021;VA;;1179.129;149.9306
2015;1_51_800_22;36.84739;-76.61022;VA;;1267.52;149.9306
2015;2_50_17_1401;43.94136;-72.33454;VT;;484.1391;149.9306
2015;3_50_21_108;43.41328;-73.12614;VT;;538.7175;149.9306
2015;2_50_9_735;44.93477;-71.58404;VT;;376.3707;149.9306
2015;1_44_9_240;41.53147;-71.55578;RI;;654.0775;149.9306
2015;1_9_13_485;41.80663;-72.27373;CT;;653.8902;149.9306
2016;3_26_47_20030;45.53869;-84.87507;MI;;403.6867;149.9306
2016;3_26_1_20205;44.59031;-83.66441;MI;;446.3918;149.9306
2016;1_18_133_20020;39.68428;-86.9358;IN;;941.4692;149.9306
2016;1_21_195_37;37.52623;-82.43018;KY;;1055.426;149.9306
2016;3_21_13_17;36.71945;-83.55293;KY;;1054.977;149.9306
2016;5_47_93_13;36.0994;-83.97796;TN;;1173.163;149.9306
2016;1_47_17_21;35.91175;-88.60993;TN;;1257.376;149.9306
2016;2_47_161_18;36.65703;-87.93699;TN;;1212.105;149.9306
2016;1_47_113_10;35.52031;-88.77425;TN;;1287.778;149.9306
2016;2_47_181_25;35.35062;-87.77227;TN;;1218.028;149.9306
2016;2_47_81_25;35.87621;-87.34187;TN;;1251.848;149.9306
2016;3_47_21_13;36.26593;-87.02387;TN;;1264.331;149.9306
2016;4_1_93_13;34.08414;-88.02754;AL;;1442.628;149.9306
2016;5_1_37_34;32.87083;-86.45036;AL;;1587.965;149.9306
2016;3_1_51_39;32.68717;-86.18873;AL;;1648.975;149.9306
2016;5_13_295_13;34.76044;-85.25863;GA;;1314.532;149.9306
2016;3_13_293_32;32.86916;-84.29378;GA;;1585.227;149.9306
2016;6_23_11_319;44.41027;-70.01851;ME;;426.2106;149.9306
2016;9_23_17_5;44.35106;-70.29816;ME;;391.1964;149.9306
2016;2_23_3_879;45.67605;-67.83971;ME;;375.4338;149.9306
2016;5_23_21_995;46.31318;-69.06065;ME;;336.0333;149.9306
2016;5_23_21_635;46.23376;-69.12078;ME;;336.7054;149.9306
2016;7_23_25_1963;46.13869;-70.20454;ME;;317.8491;149.9306
2016;9_23_17_66;45.08934;-71.04744;ME;;326.4847;149.9306
2016;9_23_7_1299;44.76073;-70.24205;ME;;373.3188;149.9306
2016;5_23_21_556;46.22503;-69.55012;ME;;348.7515;149.9306
2016;7_23_25_568;44.62863;-69.88209;ME;;422.5651;149.9306
2016;8_23_31_2423;43.44852;-70.77132;ME;;490.277;149.9306
2016;7_36_93_50;42.78889;-74.1887;NY;;584.6509;149.9306
2016;3_36_49_2641;43.73696;-75.3013;NY;;508.3751;149.9306
2016;4_36_41_757;43.47547;-74.18787;NY;;428.787;149.9306
2016;6_42_83_548;41.67593;-78.63516;PA;;551.0674;149.9306
2016;0_42_99_928;40.28776;-77.20208;PA;;771.4038;149.9306
2016;8_42_131_687;41.57639;-76.11719;PA;;620.701;149.9306
2016;6_42_47_15571;41.54574;-78.90831;PA;;572.6148;149.9306
2016;2_54_83_5436;38.941;-79.54714;WV;;608.4982;149.9306
2016;4_54_43_1677;38.06013;-82.03183;WV;;1043.858;149.9306
2016;4_54_99_1030;37.98414;-82.39432;WV;;1057.256;149.9306
2016;3_54_19_1968;37.89733;-80.97449;WV;;824.1626;149.9306
2016;2_51_143_62;36.72024;-79.60237;VA;;1192.683;149.9306
2016;1_51_85_11;37.80953;-77.69691;VA;;1117.142;149.9306
2016;4_37_5_7;36.53675;-81.28498;NC;;757.401;149.9306
2016;3_37_57_57;35.98196;-80.33012;NC;;1297.62;149.9306
2016;3_37_151_34;35.80185;-79.88;NC;;1251.129;149.9306
2016;2_33_9_2840;44.23007;-71.49704;NH;;240.4684;149.9306
2016;3_50_1_240;43.99529;-72.86187;VT;;396.3568;149.9306
2016;3_50_27_670;43.73253;-72.54222;VT;;448.1855;149.9306
2016;1_9_7_596;41.46924;-72.43375;CT;;650.2986;149.9306
2013;3_21_65_13;37.70623;-83.86007;KY;;1119.096;147.1818
2013;3_36_35_2131;43.04917;-74.39813;NY;;512.512;147.1818
2013;3_50_25_1294;42.85824;-72.6684;VT;;624.2405;147.1818
2014;5_21_1_9;36.94968;-85.39129;KY;;1180.634;147.1818
2015;7_23_25_1668;45.3937;-70.07536;ME;;348.7739;147.1818
2015;6_23_11_475;44.54402;-70.01314;ME;;400.8078;147.1818
2016;8_42_15_626;41.59911;-76.29105;PA;;569.7046;147.1818
2016;6_42_53_7550;41.47867;-79.19099;PA;;627.532;147.1818
2016;2_33_9_384;43.76929;-71.60443;NH;;389.9729;147.1818
2014;4_36_113_3179;43.76466;-73.52105;NY;;527.677;141.1638
2014;2_54_7_1448;38.85786;-80.56396;WV;;971.04;141.1638
2014;3_50_27_905;43.86354;-72.90084;VT;;416.7594;141.1638
2015;6_23_27_741;44.59864;-69.16441;ME;;405.0347;141.1638
2015;3_24_17_459;38.53047;-77.0934;MD;;1101.801;141.1638
2016;2_54_75_2023;38.31624;-80.14162;WV;;631.8423;141.1638
2016;2_50_15_910;44.63867;-72.774;VT;;446.4674;141.1638
2013;4_36_41_4675;43.92723;-74.68697;NY;;440.1808;135.1457
2013;8_36_111_1991;42.04606;-74.45751;NY;;487.2415;135.1457
2013;2_54_7_2040;38.64494;-80.52362;WV;;964.1082;135.1457
2014;1_21_119_28;37.3425;-83.02247;KY;;1076.624;135.1457
2014;1_36_89_6195;44.66523;-74.72234;NY;;481.286;135.1457
2014;3_36_43_217;43.49862;-74.95584;NY;;479.2585;135.1457
2014;8_36_105_237;41.8042;-74.96774;NY;;567.2112;135.1457
2014;3_33_11_462;43.04641;-71.75099;NH;;523.4642;135.1457
2014;3_50_3_1061;43.07475;-73.21068;VT;;501.5816;135.1457
2015;1_55_83_20493;45.26263;-88.49065;WI;;481.8217;135.1457
